question_uid,parliament,session,question_number,response_date,response_sitting_day,response_type,response_detail,response_details_full
41-1-1189,41,1,1189,2013-04-15,232,written,Sessional Paper No. 8555-411-1189,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1189)  — April 15, 2013
"
41-1-1190,41,1,1190,2013-04-15,232,written,Sessional Paper No. 8555-411-1190,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1190)  — April 15, 2013
"
41-1-1191,41,1,1191,2013-04-15,232,verbal,"Debates April 15, 2013","Answered (See Debates)
					 — April 15, 2013
"
41-1-1192,41,1,1192,2013-04-15,232,verbal,"Debates April 15, 2013","Answered (See Debates)
					 — April 15, 2013
"
41-1-1193,41,1,1193,2013-04-15,232,verbal,"Debates April 15, 2013","Answered (See Debates)
					 — April 15, 2013
"
41-1-1194,41,1,1194,2013-04-15,232,written,Sessional Paper No. 8555-411-1194,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1194)  — April 15, 2013
"
41-1-1195,41,1,1195,2013-04-15,232,written,Sessional Paper No. 8555-411-1195,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1195)  — April 15, 2013
"
41-1-1196,41,1,1196,2013-04-15,232,verbal,"Debates April 15, 2013","Answered (See Debates)
					 — April 15, 2013
"
41-1-1197,41,1,1197,2013-04-15,232,written,Sessional Paper No. 8555-411-1197,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1197)  — April 15, 2013
"
41-1-1198,41,1,1198,2013-04-15,232,written,Sessional Paper No. 8555-411-1198,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1198)  — April 15, 2013
"
41-1-1199,41,1,1199,2013-04-15,232,written,Sessional Paper No. 8555-411-1199,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1199)  — April 15, 2013
"
41-1-1200,41,1,1200,2013-04-15,232,written,Sessional Paper No. 8555-411-1200,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1200)  — April 15, 2013
"
41-1-1201,41,1,1201,2013-04-15,232,written,Sessional Paper No. 8555-411-1201,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1201)  — April 15, 2013
"
41-1-1202,41,1,1202,2013-04-15,232,written,Sessional Paper No. 8555-411-1202,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1202)  — April 15, 2013
"
41-1-1203,41,1,1203,2013-04-15,232,written,Sessional Paper No. 8555-411-1203,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1203)  — April 15, 2013
"
41-1-1204,41,1,1204,2013-04-15,232,written,Sessional Paper No. 8555-411-1204,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1204)  — April 15, 2013
"
41-1-1205,41,1,1205,2013-04-15,232,verbal,"Debates April 15, 2013","Answered (See Debates)
					 — April 15, 2013
"
41-1-1206,41,1,1206,2013-04-15,232,verbal,"Debates April 15, 2013","Answered (See Debates)
					 — April 15, 2013
"
41-1-1207,41,1,1207,2013-04-17,NA,written,Sessional Paper No. 8530-411-33,"Answer tabled (Sessional Paper No. 8530-411-33) — April 17, 2013"
41-1-1207,41,1,1207,2013-04-18,235,written,Sessional Paper No. 8555-411-1207,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1207)  — April 18, 2013
"
41-1-1208,41,1,1208,2013-04-17,NA,written,Sessional Paper No. 8530-411-34,"Answer tabled (Sessional Paper No. 8530-411-34) — April 17, 2013"
41-1-1208,41,1,1208,2013-04-18,235,written,Sessional Paper No. 8555-411-1208,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1208)  — April 18, 2013
"
41-1-1209,41,1,1209,2013-04-17,NA,written,Sessional Paper No. 8530-411-35,"Answer tabled (Sessional Paper No. 8530-411-35) — April 17, 2013"
41-1-1209,41,1,1209,2013-04-18,235,verbal,"Debates April 18, 2013","Answered (See Debates)
					 — April 18, 2013
"
41-1-1210,41,1,1210,2013-04-17,NA,written,Sessional Paper No. 8530-411-36,"Answer tabled (Sessional Paper No. 8530-411-36) — April 17, 2013"
41-1-1210,41,1,1210,2013-04-18,235,written,Sessional Paper No. 8555-411-1210,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1210)  — April 18, 2013
"
41-1-1211,41,1,1211,2013-04-17,NA,written,Sessional Paper No. 8530-411-37,"Answer tabled (Sessional Paper No. 8530-411-37) — April 17, 2013"
41-1-1211,41,1,1211,2013-04-18,235,written,Sessional Paper No. 8555-411-1211,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1211)  — April 18, 2013
"
41-1-1212,41,1,1212,2013-04-18,235,written,Sessional Paper No. 8555-411-1212,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1212)  — April 18, 2013
"
41-1-1213,41,1,1213,2013-04-19,236,written,Sessional Paper No. 8555-411-1213,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1213)  — April 19, 2013
"
41-1-1214,41,1,1214,2013-04-19,236,verbal,"Debates April 19, 2013","Answered (See Debates)
					 — April 19, 2013
"
41-1-1215,41,1,1215,2013-04-19,236,verbal,"Debates April 19, 2013","Answered (See Debates)
					 — April 19, 2013
"
41-1-1216,41,1,1216,2013-04-19,236,verbal,"Debates April 19, 2013","Answered (See Debates)
					 — April 19, 2013
"
41-1-1217,41,1,1217,2013-04-22,237,written,Sessional Paper No. 8555-411-1217,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1217)  — April 22, 2013
"
41-1-1218,41,1,1218,2013-04-19,236,written,Sessional Paper No. 8555-411-1218,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1218)  — April 19, 2013
"
41-1-1219,41,1,1219,2013-04-30,243,written,Sessional Paper No. 8555-411-1219,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1219)  — April 30, 2013
"
41-1-1220,41,1,1220,2013-04-26,241,written,Sessional Paper No. 8555-411-1220,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1220)  — April 26, 2013
"
41-1-1221,41,1,1221,2013-04-26,241,written,Sessional Paper No. 8555-411-1221,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1221)  — April 26, 2013
"
41-1-1222,41,1,1222,2013-04-26,241,written,Sessional Paper No. 8555-411-1222,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1222)  — April 26, 2013
"
41-1-1223,41,1,1223,2013-05-01,244,written,Sessional Paper No. 8555-411-1223,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1223)  — May 1, 2013
"
41-1-1224,41,1,1224,2013-05-03,246,written,Sessional Paper No. 8555-411-1224,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1224)  — May 3, 2013
"
41-1-1225,41,1,1225,2013-03-28,231,written,Sessional Paper No. 8555-411-1225,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1225)  — March 28, 2013
"
41-1-1226,41,1,1226,2013-04-30,243,verbal,"Debates April 30, 2013","Answered (See Debates)
					 — April 30, 2013
"
41-1-1227,41,1,1227,2013-05-03,246,verbal,"Debates May 3, 2013","Answered (See Debates)
					 — May 3, 2013
"
41-1-1228,41,1,1228,2013-04-30,243,verbal,"Debates April 30, 2013","Answered (See Debates)
					 — April 30, 2013
"
41-1-1229,41,1,1229,2013-05-06,247,verbal,"Debates May 6, 2013","Answered (See Debates)
					 — May 6, 2013
"
41-1-1230,41,1,1230,2013-05-06,247,written,Sessional Paper No. 8555-411-1230,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1230)  — May 6, 2013
"
41-1-1231,41,1,1231,2013-05-06,247,verbal,"Debates May 6, 2013","Answered (See Debates)
					 — May 6, 2013
"
41-1-1232,41,1,1232,2013-04-30,243,verbal,"Debates April 30, 2013","Answered (See Debates)
					 — April 30, 2013
"
41-1-1233,41,1,1233,2013-05-06,247,verbal,"Debates May 6, 2013","Answered (See Debates)
					 — May 6, 2013
"
41-1-1234,41,1,1234,2013-05-06,247,verbal,"Debates May 6, 2013","Answered (See Debates)
					 — May 6, 2013
"
41-1-1235,41,1,1235,2013-05-06,247,verbal,"Debates May 6, 2013","Answered (See Debates)
					 — May 6, 2013
"
41-1-1236,41,1,1236,2013-04-30,243,verbal,"Debates April 30, 2013","Answered (See Debates)
					 — April 30, 2013
"
41-1-1237,41,1,1237,2013-05-06,247,verbal,"Debates May 6, 2013","Answered (See Debates)
					 — May 6, 2013
"
41-1-1238,41,1,1238,2013-05-02,245,verbal,"Debates May 2, 2013","Answered (See Debates)
					 — May 2, 2013
"
41-1-1239,41,1,1239,2013-05-02,245,verbal,"Debates May 2, 2013","Answered (See Debates)
					 — May 2, 2013
"
41-1-1240,41,1,1240,2013-05-03,246,verbal,"Debates May 3, 2013","Answered (See Debates)
					 — May 3, 2013
"
41-1-1241,41,1,1241,2013-05-06,247,verbal,"Debates May 6, 2013","Answered (See Debates)
					 — May 6, 2013
"
41-1-1242,41,1,1242,2013-05-06,247,written,Sessional Paper No. 8555-411-1242,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1242)  — May 6, 2013
"
41-1-1243,41,1,1243,2013-05-02,245,written,Sessional Paper No. 8555-411-1243,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1243)  — May 2, 2013
"
41-1-1244,41,1,1244,2013-04-30,243,verbal,"Debates April 30, 2013","Answered (See Debates)
					 — April 30, 2013
"
41-1-1245,41,1,1245,2013-05-03,246,verbal,"Debates May 3, 2013","Answered (See Debates)
					 — May 3, 2013
"
41-1-1246,41,1,1246,2013-05-06,247,written,Sessional Paper No. 8555-411-1246,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1246)  — May 6, 2013
"
41-1-1247,41,1,1247,2013-05-03,246,verbal,"Debates May 3, 2013","Answered (See Debates)
					 — May 3, 2013
"
41-1-1248,41,1,1248,2013-05-03,246,verbal,"Debates May 3, 2013","Answered (See Debates)
					 — May 3, 2013
"
41-1-1249,41,1,1249,2013-05-06,247,written,Sessional Paper No. 8555-411-1249,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1249)  — May 6, 2013
"
41-1-1250,41,1,1250,2013-05-06,247,written,Sessional Paper No. 8555-411-1250,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1250)  — May 6, 2013
"
41-1-1251,41,1,1251,2013-05-06,247,written,Sessional Paper No. 8555-411-1251,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1251)  — May 6, 2013
"
41-1-1252,41,1,1252,2013-05-06,247,written,Sessional Paper No. 8555-411-1252,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1252)  — May 6, 2013
"
41-1-1253,41,1,1253,2013-05-06,247,written,Sessional Paper No. 8555-411-1253,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1253)  — May 6, 2013
"
41-1-1254,41,1,1254,2013-05-08,NA,written,Sessional Paper No. 8530-411-38,"Answer tabled (Sessional Paper No. 8530-411-38) — May 8, 2013"
41-1-1254,41,1,1254,2013-05-09,250,written,Sessional Paper No. 8555-411-1254,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1254)  — May 9, 2013
"
41-1-1255,41,1,1255,2013-05-08,NA,written,Sessional Paper No. 8530-411-39,"Answer tabled (Sessional Paper No. 8530-411-39) — May 8, 2013"
41-1-1255,41,1,1255,2013-05-09,250,written,Sessional Paper No. 8555-411-1255,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1255)  — May 9, 2013
"
41-1-1256,41,1,1256,2013-05-08,NA,written,Sessional Paper No. 8530-411-40,"Answer tabled (Sessional Paper No. 8530-411-40) — May 8, 2013"
41-1-1256,41,1,1256,2013-05-09,250,written,Sessional Paper No. 8555-411-1256,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1256)  — May 9, 2013
"
41-1-1257,41,1,1257,2013-05-08,NA,written,Sessional Paper No. 8530-411-41,"Answer tabled (Sessional Paper No. 8530-411-41) — May 8, 2013"
41-1-1257,41,1,1257,2013-05-09,250,written,Sessional Paper No. 8555-411-1257,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1257)  — May 9, 2013
"
41-1-1258,41,1,1258,2013-05-08,NA,written,Sessional Paper No. 8530-411-42,"Answer tabled (Sessional Paper No. 8530-411-42) — May 8, 2013"
41-1-1258,41,1,1258,2013-05-09,250,verbal,"Debates May 9, 2013","Answered (See Debates)
					 — May 9, 2013
"
41-1-1259,41,1,1259,2013-05-08,NA,written,Sessional Paper No. 8530-411-43,"Answer tabled (Sessional Paper No. 8530-411-43) — May 8, 2013"
41-1-1259,41,1,1259,2013-05-09,250,verbal,"Debates May 9, 2013","Answered (See Debates)
					 — May 9, 2013
"
41-1-1259,41,1,1259,2013-05-21,252,written,Sessional Paper No. 8555-411-1259-01,"Made an Order for Return and supplementary answer tabled (Sessional Paper No. 8555-411-1259-01)  — May 21, 2013
"
41-1-1260,41,1,1260,2013-05-10,251,written,Sessional Paper No. 8555-411-1260,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1260)  — May 10, 2013
"
41-1-1261,41,1,1261,2013-05-09,250,verbal,"Debates May 9, 2013","Answered (See Debates)
					 — May 9, 2013
"
41-1-1262,41,1,1262,2013-05-09,250,verbal,"Debates May 9, 2013","Answered (See Debates)
					 — May 9, 2013
"
41-1-1263,41,1,1263,2013-05-10,251,written,Sessional Paper No. 8555-411-1263,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1263)  — May 10, 2013
"
41-1-1264,41,1,1264,2013-05-10,251,written,Sessional Paper No. 8555-411-1264,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1264)  — May 10, 2013
"
41-1-1265,41,1,1265,2013-05-10,251,written,Sessional Paper No. 8555-411-1265,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1265)  — May 10, 2013
"
41-1-1266,41,1,1266,2013-05-21,252,verbal,"Debates May 21, 2013","Answered (See Debates)
					 — May 21, 2013
"
41-1-1267,41,1,1267,2013-05-21,252,written,Sessional Paper No. 8555-411-1267,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1267)  — May 21, 2013
"
41-1-1268,41,1,1268,2013-05-10,251,verbal,"Debates May 10, 2013","Answered (See Debates)
					 — May 10, 2013
"
41-1-1269,41,1,1269,2013-05-10,251,verbal,"Debates May 10, 2013","Answered (See Debates)
					 — May 10, 2013
"
41-1-1270,41,1,1270,2013-05-10,251,verbal,"Debates May 10, 2013","Answered (See Debates)
					 — May 10, 2013
"
41-1-1271,41,1,1271,2013-05-10,251,verbal,"Debates May 10, 2013","Answered (See Debates)
					 — May 10, 2013
"
41-1-1272,41,1,1272,2013-05-21,252,written,Sessional Paper No. 8555-411-1272,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1272)  — May 21, 2013
"
41-1-1273,41,1,1273,2013-05-10,251,written,Sessional Paper No. 8555-411-1273,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1273)  — May 10, 2013
"
41-1-1274,41,1,1274,2013-05-21,252,verbal,"Debates May 21, 2013","Answered (See Debates)
					 — May 21, 2013
"
41-1-1275,41,1,1275,2013-05-21,252,written,Sessional Paper No. 8555-411-1275,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1275)  — May 21, 2013
"
41-1-1276,41,1,1276,2013-05-10,251,verbal,"Debates May 10, 2013","Answered (See Debates)
					 — May 10, 2013
"
41-1-1277,41,1,1277,2013-05-29,258,written,Sessional Paper No. 8555-411-1277,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1277)  — May 29, 2013
"
41-1-1278,41,1,1278,2013-05-28,257,written,Sessional Paper No. 8555-411-1278,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1278)  — May 28, 2013
"
41-1-1279,41,1,1279,2013-05-21,252,verbal,"Debates May 21, 2013","Answered (See Debates)
					 — May 21, 2013
"
41-1-1280,41,1,1280,2013-05-10,251,verbal,"Debates May 10, 2013","Answered (See Debates)
					 — May 10, 2013
"
41-1-1281,41,1,1281,2013-05-10,251,verbal,"Debates May 10, 2013","Answered (See Debates)
					 — May 10, 2013
"
41-1-1282,41,1,1282,2013-05-29,258,written,Sessional Paper No. 8555-411-1282,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1282)  — May 29, 2013
"
41-1-1283,41,1,1283,2013-05-28,257,verbal,"Debates May 28, 2013","Answered (See Debates)
					 — May 28, 2013
"
41-1-1284,41,1,1284,2013-05-29,258,verbal,"Debates May 29, 2013","Answered (See Debates)
					 — May 29, 2013
"
41-1-1285,41,1,1285,2013-05-29,258,verbal,"Debates May 29, 2013","Answered (See Debates)
					 — May 29, 2013
"
41-1-1286,41,1,1286,2013-05-28,257,verbal,"Debates May 28, 2013","Answered (See Debates)
					 — May 28, 2013
"
41-1-1287,41,1,1287,2013-05-29,258,verbal,"Debates May 29, 2013","Answered (See Debates)
					 — May 29, 2013
"
41-1-1288,41,1,1288,2013-05-28,257,verbal,"Debates May 28, 2013","Answered (See Debates)
					 — May 28, 2013
"
41-1-1289,41,1,1289,2013-05-29,258,written,Sessional Paper No. 8555-411-1289,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1289)  — May 29, 2013
"
41-1-1290,41,1,1290,2013-05-10,251,written,Sessional Paper No. 8555-411-1290,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1290)  — May 10, 2013
"
41-1-1291,41,1,1291,2013-05-28,257,verbal,"Debates May 28, 2013","Answered (See Debates)
					 — May 28, 2013
"
41-1-1292,41,1,1292,2013-05-29,258,written,Sessional Paper No. 8555-411-1292,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1292)  — May 29, 2013
"
